Retailer,RetaileriD,Invoice Date,Region,State,City,Beverage Brand,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
FizzyCo,1197831,04/03/23,South,Tennessee,Knoxville,Coca-Cola,0.14,1890,265,132,0.50
FizzyCo,1197831,04/04/23,South,Tennessee,Knoxville,Diet Coke,0.23,2180,501,251,0.50
FizzyCo,1197831,04/05/23,South,Tennessee,Knoxville,Sprite,0.19,1800,342,185,0.54
FizzyCo,1197831,04/06/23,South,Tennessee,Knoxville,Fanta,0.27,1420,383,230,0.60
FizzyCo,1197831,04/07/23,South,Tennessee,Knoxville,Powerade,0.41,1060,435,213,0.49
FizzyCo,1197831,04/08/23,South,Tennessee,Knoxville,Dasani Water,0.38,2020,768,514,0.67
FizzyCo,1197831,04/09/23,South,Tennessee,Knoxville,Coca-Cola,0.36,2170,781,398,0.51
FizzyCo,1197831,04/10/23,South,Tennessee,Knoxville,Diet Coke,0.42,2020,848,433,0.51
FizzyCo,1197831,04/11/23,South,Tennessee,Knoxville,Sprite,0.36,1690,608,310,0.51
FizzyCo,1197831,04/12/23,South,Tennessee,Knoxville,Fanta,0.36,1740,626,382,0.61
FizzyCo,1197831,04/13/23,South,Tennessee,Knoxville,Powerade,0.43,1450,624,299,0.48
FizzyCo,1197831,04/14/23,South,Tennessee,Knoxville,Dasani Water,0.49,2360,1156,752,0.65
FizzyCo,1197831,04/15/23,South,Tennessee,Knoxville,Coca-Cola,0.36,2150,774,441,0.57
FizzyCo,1197831,04/16/23,South,Tennessee,Knoxville,Diet Coke,0.43,2060,886,514,0.58
FizzyCo,1197831,04/17/23,South,Tennessee,Knoxville,Sprite,0.36,2630,947,568,0.60
FizzyCo,1197831,04/18/23,South,Tennessee,Knoxville,Fanta,0.37,1610,596,387,0.65
FizzyCo,1197831,04/19/23,South,Tennessee,Knoxville,Powerade,0.43,1650,710,376,0.53
FizzyCo,1197831,04/20/23,South,Tennessee,Knoxville,Dasani Water,0.52,2230,1160,812,0.70
FizzyCo,1197831,04/21/23,South,Tennessee,Knoxville,Coca-Cola,0.41,2330,955,545,0.57
FizzyCo,1197831,04/22/23,South,Tennessee,Knoxville,Diet Coke,0.54,2330,1258,717,0.57
FizzyCo,1197831,04/23/23,South,Tennessee,Knoxville,Sprite,0.46,2850,1311,787,0.60
FizzyCo,1197831,04/24/23,South,Tennessee,Knoxville,Fanta,0.42,1330,559,385,0.69
FizzyCo,1197831,04/25/23,South,Tennessee,Knoxville,Powerade,0.49,1330,652,345,0.53
FizzyCo,1197831,04/26/23,South,Tennessee,Knoxville,Dasani Water,0.53,1810,959,681,0.71
FizzyCo,1197831,04/27/23,South,Tennessee,Knoxville,Coca-Cola,0.49,1820,892,535,0.60
FizzyCo,1197831,04/28/23,South,Tennessee,Knoxville,Diet Coke,0.47,1690,794,477,0.60
FizzyCo,1197831,04/29/23,South,Tennessee,Knoxville,Sprite,0.54,1820,983,580,0.59
FizzyCo,1197831,04/30/23,South,Tennessee,Knoxville,Fanta,0.53,1000,530,371,0.70
FizzyCo,1197831,05/01/23,South,Tennessee,Knoxville,Powerade,0.47,1200,564,288,0.51
FizzyCo,1197831,05/02/23,South,Tennessee,Knoxville,Dasani Water,0.42,1630,685,507,0.74
FizzyCo,1197831,05/03/23,South,Tennessee,Knoxville,Coca-Cola,0.33,1730,571,325,0.57
FizzyCo,1197831,05/04/23,South,Tennessee,Knoxville,Diet Coke,0.32,1500,480,288,0.60
FizzyCo,1197831,05/05/23,South,Tennessee,Knoxville,Sprite,0.36,1470,529,307,0.58
FizzyCo,1197831,05/06/23,South,Tennessee,Knoxville,Fanta,0.38,980,372,261,0.70
FizzyCo,1197831,05/07/23,South,Tennessee,Knoxville,Powerade,0.32,880,282,144,0.51
FizzyCo,1197831,05/08/23,South,Tennessee,Knoxville,Dasani Water,0.43,1310,563,400,0.71
FizzyCo,1197831,05/09/23,South,Tennessee,Knoxville,Coca-Cola,0.29,1960,568,318,0.56
FizzyCo,1197831,05/10/23,South,Tennessee,Knoxville,Diet Coke,0.29,1890,548,307,0.56
FizzyCo,1197831,05/11/23,South,Tennessee,Knoxville,Sprite,0.5,1740,870,487,0.56
FizzyCo,1197831,05/12/23,South,Tennessee,Knoxville,Fanta,0.52,1330,692,477,0.69
FizzyCo,1197831,05/13/23,South,Tennessee,Knoxville,Powerade,0.51,1130,576,305,0.53
FizzyCo,1197831,05/14/23,South,Tennessee,Knoxville,Dasani Water,0.59,1690,997,708,0.71
FizzyCo,1197831,05/15/23,South,Tennessee,Knoxville,Coca-Cola,0.53,2000,1060,615,0.58
FizzyCo,1197831,05/16/23,South,Tennessee,Knoxville,Diet Coke,0.51,2400,1224,673,0.55
FizzyCo,1197831,05/17/23,South,Tennessee,Knoxville,Sprite,0.54,2100,1134,624,0.55
FizzyCo,1197831,05/18/23,South,Tennessee,Knoxville,Fanta,0.54,1490,805,555,0.69
FizzyCo,1197831,05/19/23,South,Tennessee,Knoxville,Powerade,0.5,1400,700,350,0.50
FizzyCo,1197831,05/20/23,South,Tennessee,Knoxville,Dasani Water,0.61,2250,1373,1016,0.74
BevCo,1185732,05/21/23,South,Tennessee,Knoxville,Coca-Cola,0.32,1190,381,190,0.50
BevCo,1185732,05/22/23,South,Tennessee,Knoxville,Diet Coke,0.32,560,179,88,0.49
BevCo,1185732,05/23/23,South,Tennessee,Knoxville,Sprite,0.24,650,156,75,0.48
BevCo,1185732,05/24/23,South,Tennessee,Knoxville,Fanta,0.27,190,51,27,0.53
BevCo,1185732,05/25/23,Midwest,Nebraska,Omaha,Powerade,0.43,350,151,68,0.45
BevCo,1185732,05/26/23,Midwest,Nebraska,Omaha,Dasani Water,0.32,680,218,133,0.61
BevCo,1185732,05/27/23,Midwest,Nebraska,Omaha,Coca-Cola,0.32,1190,381,206,0.54
BevCo,1185732,05/28/23,Midwest,Nebraska,Omaha,Diet Coke,0.33,380,125,63,0.50
BevCo,1185732,05/29/23,Midwest,Nebraska,Omaha,Sprite,0.23,470,108,54,0.50
BevCo,1185732,05/30/23,Midwest,Nebraska,Omaha,Fanta,0.29,140,41,20,0.50
BevCo,1185732,05/31/23,Midwest,Nebraska,Omaha,Powerade,0.41,310,127,62,0.49
BevCo,1185732,06/01/23,Midwest,Nebraska,Omaha,Dasani Water,0.32,600,192,119,0.62
BevCo,1185732,06/02/23,Midwest,Nebraska,Omaha,Coca-Cola,0.38,1220,464,250,0.54
BevCo,1185732,06/03/23,Midwest,Nebraska,Omaha,Diet Coke,0.39,260,101,47,0.46
BevCo,1185732,06/04/23,Midwest,Nebraska,Omaha,Sprite,0.29,390,113,57,0.50
BevCo,1185732,06/05/23,Midwest,Nebraska,Omaha,Fanta,0.33,0,0,0,0.55
BevCo,1185732,06/06/23,Midwest,Nebraska,Omaha,Powerade,0.45,130,59,27,0.47
BevCo,1185732,06/07/23,Midwest,Nebraska,Omaha,Dasani Water,0.37,380,141,86,0.61
BevCo,1185732,06/08/23,Midwest,Nebraska,Omaha,Coca-Cola,0.38,1050,399,211,0.53
BevCo,1185732,06/09/23,Midwest,Nebraska,Omaha,Diet Coke,0.32,230,74,33,0.45
BevCo,1185732,06/10/23,Midwest,Nebraska,Omaha,Sprite,0.23,210,48,22,0.45
BevCo,1185732,06/11/23,Midwest,Nebraska,Omaha,Fanta,0.27,0,0,0,0.53
BevCo,1185732,06/12/23,Midwest,Nebraska,Omaha,Powerade,0.42,60,25,12,0.48
BevCo,1185732,06/13/23,Midwest,Nebraska,Omaha,Dasani Water,0.34,390,133,82,0.62
BevCo,1185732,06/14/23,Midwest,Nebraska,Omaha,Coca-Cola,0.44,1180,519,280,0.54
BevCo,1185732,06/15/23,Midwest,Nebraska,Omaha,Diet Coke,0.38,330,125,63,0.50
BevCo,1185732,06/16/23,Midwest,Nebraska,Omaha,Sprite,0.32,300,96,46,0.48
BevCo,1185732,06/17/23,Midwest,Nebraska,Omaha,Fanta,0.34,70,24,13,0.53
BevCo,1185732,06/18/23,Midwest,Nebraska,Omaha,Powerade,0.46,130,60,28,0.46
BevCo,1185732,06/19/23,Midwest,Nebraska,Omaha,Dasani Water,0.51,410,209,130,0.62
BevCo,1185732,06/20/23,Midwest,Nebraska,Omaha,Coca-Cola,0.36,1200,432,229,0.53
BevCo,1185732,06/21/23,Midwest,Nebraska,Omaha,Diet Coke,0.32,450,144,72,0.50
BevCo,1185732,06/22/23,Midwest,Nebraska,Omaha,Sprite,0.27,460,124,56,0.45
BevCo,1185732,06/23/23,Midwest,Nebraska,Omaha,Fanta,0.27,390,105,57,0.54
BevCo,1185732,06/24/23,Midwest,Nebraska,Omaha,Powerade,0.42,420,176,88,0.50
BevCo,1185732,06/25/23,Midwest,Nebraska,Omaha,Dasani Water,0.49,850,417,258,0.62
BevCo,1185732,06/26/23,Midwest,Nebraska,Omaha,Coca-Cola,0.43,1650,710,362,0.51
BevCo,1185732,06/27/23,Midwest,Nebraska,Omaha,Diet Coke,0.37,810,300,135,0.45
BevCo,1185732,06/28/23,Midwest,Nebraska,Omaha,Sprite,0.34,630,214,96,0.45
BevCo,1185732,06/29/23,Midwest,Nebraska,Omaha,Fanta,0.33,460,152,79,0.52
BevCo,1185732,06/30/23,Midwest,Nebraska,Omaha,Powerade,0.41,440,180,88,0.49
BevCo,1185732,07/01/23,Midwest,Nebraska,Omaha,Dasani Water,0.49,910,446,281,0.63
BevCo,1185732,07/02/23,Midwest,Nebraska,Omaha,Coca-Cola,0.41,1450,595,315,0.53
BevCo,1185732,07/03/23,Midwest,Nebraska,Omaha,Diet Coke,0.42,800,336,165,0.49
BevCo,1185732,07/04/23,Midwest,Nebraska,Omaha,Sprite,0.36,520,187,90,0.48
BevCo,1185732,07/05/23,Midwest,Nebraska,Omaha,Fanta,0.29,380,110,56,0.51
BevCo,1185732,07/06/23,Midwest,Nebraska,Omaha,Powerade,0.37,270,100,48,0.48
BevCo,1185732,07/07/23,Midwest,Nebraska,Omaha,Dasani Water,0.44,690,304,182,0.60
BevCo,1185732,07/08/23,Midwest,Nebraska,Omaha,Coca-Cola,0.38,1120,426,230,0.54
BevCo,1185732,07/09/23,Midwest,Nebraska,Omaha,Diet Coke,0.33,560,185,85,0.46
BevCo,1185732,07/10/23,Midwest,Nebraska,Omaha,Sprite,0.18,250,45,22,0.48
BevCo,1185732,07/11/23,Midwest,Nebraska,Omaha,Fanta,0.19,230,44,23,0.52
BevCo,1185732,07/12/23,Midwest,Nebraska,Omaha,Powerade,0.29,210,61,29,0.48
BevCo,1185732,07/13/23,Midwest,Nebraska,Omaha,Dasani Water,0.34,390,133,82,0.62
BevCo,1185732,07/14/23,Midwest,Nebraska,Omaha,Coca-Cola,0.36,940,338,183,0.54
BevCo,1185732,07/15/23,Midwest,Nebraska,Omaha,Diet Coke,0.29,410,119,55,0.46
BevCo,1185732,07/16/23,Midwest,Nebraska,Omaha,Sprite,0.29,140,41,20,0.50
BevCo,1185732,07/17/23,Midwest,Nebraska,Omaha,Fanta,0.29,70,20,11,0.53
BevCo,1185732,07/18/23,Midwest,Nebraska,Omaha,Powerade,0.37,70,26,12,0.48
BevCo,1185732,07/19/23,Midwest,Nebraska,Omaha,Dasani Water,0.44,380,167,105,0.63
BevCo,1185732,07/20/23,Midwest,Nebraska,Omaha,Coca-Cola,0.37,840,311,168,0.54
BevCo,1185732,07/21/23,Midwest,Nebraska,Omaha,Diet Coke,0.29,410,119,55,0.46
BevCo,1185732,07/22/23,Midwest,Nebraska,Omaha,Sprite,0.29,250,73,34,0.47
BevCo,1185732,07/23/23,Midwest,Nebraska,Omaha,Fanta,0.27,360,97,53,0.55
BevCo,1185732,07/24/23,Midwest,Nebraska,Omaha,Powerade,0.48,270,130,58,0.45
BevCo,1185732,07/25/23,Midwest,Nebraska,Omaha,Dasani Water,0.53,580,307,191,0.62
BevCo,1185732,07/26/23,Midwest,Nebraska,Omaha,Coca-Cola,0.49,1170,573,287,0.50
BevCo,1185732,07/27/23,Midwest,Nebraska,Omaha,Diet Coke,0.36,630,227,113,0.50
BevCo,1185732,07/28/23,Midwest,Nebraska,Omaha,Sprite,0.39,600,234,115,0.49
BevCo,1185732,07/29/23,Midwest,Nebraska,Omaha,Fanta,0.38,380,144,79,0.55
BevCo,1185732,07/30/23,Midwest,Nebraska,Omaha,Powerade,0.45,390,176,84,0.48
BevCo,1185732,07/31/23,Midwest,Nebraska,Omaha,Dasani Water,0.54,650,351,218,0.62
FizzyCo,1197831,08/01/23,Midwest,Nebraska,Omaha,Coca-Cola,0.19,2030,386,204,0.53
FizzyCo,1197831,08/02/23,Midwest,Nebraska,Omaha,Diet Coke,0.29,1960,568,307,0.54
FizzyCo,1197831,08/03/23,Midwest,Nebraska,Omaha,Sprite,0.28,1380,386,213,0.55
FizzyCo,1197831,08/04/23,Midwest,Nebraska,Omaha,Fanta,0.33,1380,455,291,0.64
FizzyCo,1197831,08/05/23,South,Alabama,Birmingham,Powerade,0.37,880,326,156,0.48
FizzyCo,1197831,08/06/23,South,Alabama,Birmingham,Dasani Water,0.32,1380,442,309,0.70
FizzyCo,1197831,08/07/23,South,Alabama,Birmingham,Coca-Cola,0.24,1560,374,202,0.54
FizzyCo,1197831,08/08/23,South,Alabama,Birmingham,Diet Coke,0.33,1740,574,310,0.54
FizzyCo,1197831,08/09/23,South,Alabama,Birmingham,Sprite,0.32,1280,410,213,0.52
FizzyCo,1197831,08/10/23,South,Alabama,Birmingham,Fanta,0.32,980,314,194,0.62
FizzyCo,1197831,08/11/23,South,Alabama,Birmingham,Powerade,0.38,680,258,124,0.48
FizzyCo,1197831,08/12/23,South,Alabama,Birmingham,Dasani Water,0.33,1260,416,279,0.67
FizzyCo,1197831,08/13/23,South,Alabama,Birmingham,Coca-Cola,0.28,1630,456,251,0.55
FizzyCo,1197831,08/14/23,South,Alabama,Birmingham,Diet Coke,0.36,1880,677,372,0.55
FizzyCo,1197831,08/15/23,South,Alabama,Birmingham,Sprite,0.27,1170,316,183,0.58
FizzyCo,1197831,08/16/23,South,Alabama,Birmingham,Fanta,0.33,1050,347,236,0.68
FizzyCo,1197831,08/17/23,South,Alabama,Birmingham,Powerade,0.37,730,270,135,0.50
FizzyCo,1197831,08/18/23,South,Alabama,Birmingham,Dasani Water,0.34,1040,354,265,0.75
FizzyCo,1197831,08/19/23,South,Alabama,Birmingham,Coca-Cola,0.19,1950,371,215,0.58
FizzyCo,1197831,08/20/23,South,Alabama,Birmingham,Diet Coke,0.19,1890,359,208,0.58
FizzyCo,1197831,08/21/23,South,Alabama,Birmingham,Sprite,0.14,1190,167,98,0.59
FizzyCo,1197831,08/22/23,South,Alabama,Birmingham,Fanta,0.18,1130,203,134,0.66
FizzyCo,1197831,08/23/23,South,Alabama,Birmingham,Powerade,0.23,740,170,90,0.53
FizzyCo,1197831,08/24/23,South,Alabama,Birmingham,Dasani Water,0.2,1490,298,224,0.75
FizzyCo,1197831,08/25/23,South,Alabama,Birmingham,Coca-Cola,0.09,2030,183,108,0.59
FizzyCo,1197831,08/26/23,South,Alabama,Birmingham,Diet Coke,0.19,1890,359,212,0.59
FizzyCo,1197831,08/27/23,South,Alabama,Birmingham,Sprite,0.15,1730,260,145,0.56
FizzyCo,1197831,08/28/23,South,Alabama,Birmingham,Fanta,0.34,1350,459,312,0.68
FizzyCo,1197831,08/29/23,South,Alabama,Birmingham,Powerade,0.49,1200,588,318,0.54
FizzyCo,1197831,08/30/23,South,Alabama,Birmingham,Dasani Water,0.43,2030,873,628,0.72
FizzyCo,1197831,08/31/23,South,Alabama,Birmingham,Coca-Cola,0.43,2030,873,480,0.55
FizzyCo,1197831,09/01/23,South,Alabama,Birmingham,Diet Coke,0.49,2030,995,557,0.56
FizzyCo,1197831,09/02/23,South,Alabama,Birmingham,Sprite,0.44,1890,832,491,0.59
FizzyCo,1197831,09/03/23,South,Alabama,Birmingham,Fanta,0.41,1800,738,509,0.69
FizzyCo,1197831,09/04/23,South,Alabama,Birmingham,Powerade,0.49,1450,711,391,0.55
FizzyCo,1197831,09/05/23,South,Alabama,Birmingham,Dasani Water,0.5,2450,1225,882,0.72
FizzyCo,1197831,09/06/23,South,Alabama,Birmingham,Coca-Cola,0.44,2060,906,580,0.64
FizzyCo,1197831,09/07/23,South,Alabama,Birmingham,Diet Coke,0.49,2150,1054,674,0.64
FizzyCo,1197831,09/08/23,South,Alabama,Birmingham,Sprite,0.41,2540,1041,656,0.63
FizzyCo,1197831,09/09/23,South,Alabama,Birmingham,Fanta,0.44,1730,761,563,0.74
FizzyCo,1197831,09/10/23,South,Alabama,Birmingham,Powerade,0.45,1310,590,342,0.58
FizzyCo,1197831,09/11/23,South,Alabama,Birmingham,Dasani Water,0.56,2400,1344,1075,0.80
FizzyCo,1197831,09/12/23,South,Alabama,Birmingham,Coca-Cola,0.38,2250,855,522,0.61
FizzyCo,1197831,09/13/23,South,Alabama,Birmingham,Diet Coke,0.52,2100,1092,710,0.65
FizzyCo,1197831,09/14/23,South,Alabama,Birmingham,Sprite,0.51,2680,1367,820,0.60
FizzyCo,1197831,09/15/23,South,Alabama,Birmingham,Fanta,0.46,1190,547,389,0.71
FizzyCo,1197831,09/16/23,South,Alabama,Birmingham,Powerade,0.5,1230,615,363,0.59
FizzyCo,1197831,09/17/23,South,Alabama,Birmingham,Dasani Water,0.59,1820,1074,827,0.77
FizzyCo,1197831,09/18/23,South,Alabama,Birmingham,Coca-Cola,0.51,1750,893,536,0.60
FizzyCo,1197831,09/19/23,South,Alabama,Birmingham,Diet Coke,0.5,1440,720,454,0.63
FizzyCo,1197831,09/20/23,South,Alabama,Birmingham,Sprite,0.59,1880,1109,699,0.63
FizzyCo,1197831,09/21/23,South,Alabama,Birmingham,Fanta,0.58,950,551,391,0.71
FizzyCo,1197831,09/22/23,South,Alabama,Birmingham,Powerade,0.41,880,361,206,0.57
FizzyCo,1197831,09/23/23,South,Alabama,Birmingham,Dasani Water,0.37,1500,555,427,0.77
FizzyCo,1197831,09/24/23,South,Alabama,Birmingham,Coca-Cola,0.29,1310,380,228,0.60
FizzyCo,1197831,09/25/23,South,Alabama,Birmingham,Diet Coke,0.29,1580,458,289,0.63
FizzyCo,1197831,09/26/23,South,Alabama,Birmingham,Sprite,0.32,1240,397,238,0.60
FizzyCo,1197831,09/27/23,South,Alabama,Birmingham,Fanta,0.32,910,291,213,0.73
FizzyCo,1197831,09/28/23,South,Alabama,Birmingham,Powerade,0.29,780,226,136,0.60
FizzyCo,1197831,09/29/23,South,Alabama,Birmingham,Dasani Water,0.36,1430,515,386,0.75
FizzyCo,1197831,09/30/23,South,Alabama,Birmingham,Coca-Cola,0.18,1690,304,195,0.64
FizzyCo,1197831,10/01/23,South,Alabama,Birmingham,Diet Coke,0.19,1690,321,196,0.61
FizzyCo,1197831,10/02/23,South,Alabama,Birmingham,Sprite,0.43,1440,619,396,0.64
FizzyCo,1197831,10/03/23,South,Alabama,Birmingham,Fanta,0.44,1310,576,421,0.73
FizzyCo,1197831,10/04/23,South,Alabama,Birmingham,Powerade,0.48,1110,533,314,0.59
FizzyCo,1197831,10/05/23,South,Alabama,Birmingham,Dasani Water,0.56,1880,1053,832,0.79
FizzyCo,1197831,10/06/23,South,Alabama,Birmingham,Coca-Cola,0.56,2330,1305,822,0.63
FizzyCo,1197831,10/07/23,South,Alabama,Birmingham,Diet Coke,0.58,2250,1305,835,0.64
FizzyCo,1197831,10/08/23,South,Alabama,Birmingham,Sprite,0.64,1750,1120,694,0.62
FizzyCo,1197831,10/09/23,South,Alabama,Birmingham,Fanta,0.63,1430,901,676,0.75
FizzyCo,1197831,10/10/23,South,Alabama,Birmingham,Powerade,0.58,1450,841,471,0.56
FizzyCo,1197831,10/11/23,South,Alabama,Birmingham,Dasani Water,0.68,2030,1380,1104,0.80
Amazon,1185732,10/12/23,South,Alabama,Birmingham,Coca-Cola,0.38,1170,445,222,0.50
Amazon,1185732,10/13/23,South,Alabama,Birmingham,Diet Coke,0.38,750,285,131,0.46
Amazon,1185732,10/14/23,South,Alabama,Birmingham,Sprite,0.28,630,176,92,0.52
Amazon,1185732,10/15/23,South,Alabama,Birmingham,Fanta,0.34,280,95,39,0.41
Amazon,1185732,10/16/23,Northeast,Maine,Portland,Powerade,0.47,420,197,77,0.39
Amazon,1185732,10/17/23,Northeast,Maine,Portland,Dasani Water,0.38,680,258,134,0.52
Amazon,1185732,10/18/23,Northeast,Maine,Portland,Coca-Cola,0.38,1400,532,261,0.49
Amazon,1185732,10/19/23,Northeast,Maine,Portland,Diet Coke,0.38,450,171,80,0.47
Amazon,1185732,10/20/23,Northeast,Maine,Portland,Sprite,0.29,600,174,92,0.53
Amazon,1185732,10/21/23,Northeast,Maine,Portland,Fanta,0.34,190,65,27,0.42
Amazon,1185732,10/22/23,Northeast,Maine,Portland,Powerade,0.46,450,207,81,0.39
Amazon,1185732,10/23/23,Northeast,Maine,Portland,Dasani Water,0.37,630,233,119,0.51
Amazon,1185732,10/24/23,Northeast,Maine,Portland,Coca-Cola,0.39,1270,495,243,0.49
Amazon,1185732,10/25/23,Northeast,Maine,Portland,Diet Coke,0.39,460,179,88,0.49
Amazon,1185732,10/26/23,Northeast,Maine,Portland,Sprite,0.27,520,140,77,0.55
Amazon,1185732,10/27/23,Northeast,Maine,Portland,Fanta,0.32,130,42,17,0.40
Amazon,1185732,10/28/23,Northeast,Maine,Portland,Powerade,0.49,290,142,51,0.36
Amazon,1185732,10/29/23,Northeast,Maine,Portland,Dasani Water,0.36,500,180,99,0.55
Amazon,1185732,10/30/23,Northeast,Maine,Portland,Coca-Cola,0.37,1220,451,217,0.48
Amazon,1185732,10/31/23,Northeast,Maine,Portland,Diet Coke,0.37,440,163,77,0.47
Amazon,1185732,11/01/23,Northeast,Maine,Portland,Sprite,0.27,440,119,64,0.54
Amazon,1185732,11/02/23,Northeast,Maine,Portland,Fanta,0.33,210,69,28,0.40
Amazon,1185732,11/03/23,Northeast,Maine,Portland,Powerade,0.47,200,94,36,0.38
Amazon,1185732,11/04/23,Northeast,Maine,Portland,Dasani Water,0.39,630,246,125,0.51
Amazon,1185732,11/05/23,Northeast,Maine,Portland,Coca-Cola,0.52,1440,749,337,0.45
Amazon,1185732,11/06/23,Northeast,Maine,Portland,Diet Coke,0.48,600,288,144,0.50
Amazon,1185732,11/07/23,Northeast,Maine,Portland,Sprite,0.42,470,197,107,0.54
Amazon,1185732,11/08/23,Northeast,Maine,Portland,Fanta,0.41,340,139,56,0.40
Amazon,1185732,11/09/23,Northeast,Maine,Portland,Powerade,0.51,420,214,79,0.37
Amazon,1185732,11/10/23,Northeast,Maine,Portland,Dasani Water,0.56,720,403,214,0.53
Amazon,1185732,11/11/23,Northeast,Maine,Portland,Coca-Cola,0.54,1580,853,401,0.47
Amazon,1185732,11/12/23,Northeast,Maine,Portland,Diet Coke,0.48,770,370,181,0.49
Amazon,1185732,11/13/23,Northeast,Maine,Portland,Sprite,0.42,580,244,124,0.51
Amazon,1185732,11/14/23,Northeast,Maine,Portland,Fanta,0.41,510,209,88,0.42
Amazon,1185732,11/15/23,Northeast,Maine,Portland,Powerade,0.5,530,265,95,0.36
Amazon,1185732,11/16/23,Northeast,Maine,Portland,Dasani Water,0.56,850,476,243,0.51
Amazon,1185732,11/17/23,Northeast,Maine,Portland,Coca-Cola,0.51,1430,729,357,0.49
Amazon,1185732,11/18/23,Northeast,Maine,Portland,Diet Coke,0.46,840,386,185,0.48
Amazon,1185732,11/19/23,Northeast,Maine,Portland,Sprite,0.43,630,271,149,0.55
Amazon,1185732,11/20/23,Northeast,Maine,Portland,Fanta,0.43,440,189,78,0.41
Amazon,1185732,11/21/23,Northeast,Maine,Portland,Powerade,0.53,600,318,121,0.38
Amazon,1185732,12/20/23,Northeast,Maine,Portland,Dasani Water,0.58,1130,655,354,0.54
Amazon,1185732,12/21/23,Northeast,Maine,Portland,Coca-Cola,0.5,1470,735,338,0.46
Amazon,1185732,12/22/23,Northeast,Maine,Portland,Diet Coke,0.49,900,441,207,0.47
Amazon,1185732,12/23/23,Northeast,Maine,Portland,Sprite,0.41,680,279,139,0.50
Amazon,1185732,12/24/23,Northeast,Maine,Portland,Fanta,0.41,510,209,86,0.41
Amazon,1185732,12/25/23,Northeast,Maine,Portland,Powerade,0.54,410,221,82,0.37
Amazon,1185732,12/26/23,Northeast,Maine,Portland,Dasani Water,0.54,910,491,265,0.54
Amazon,1185732,12/27/23,Northeast,Maine,Portland,Coca-Cola,0.53,1220,647,310,0.48
Amazon,1185732,12/28/23,Northeast,Maine,Portland,Diet Coke,0.46,700,322,151,0.47
Amazon,1185732,12/29/23,Northeast,Maine,Portland,Sprite,0.41,380,156,86,0.55
Amazon,1185732,12/30/23,Northeast,Maine,Portland,Fanta,0.42,360,151,68,0.45
Amazon,1185732,12/31/23,Northeast,Maine,Portland,Powerade,0.52,360,187,69,0.37
Amazon,1185732,09/17/23,Northeast,Maine,Portland,Dasani Water,0.57,590,336,175,0.52
Amazon,1185732,10/19/23,Northeast,Maine,Portland,Coca-Cola,0.55,1200,660,330,0.50
Amazon,1185732,10/19/23,Northeast,Maine,Portland,Diet Coke,0.54,590,319,156,0.49
Amazon,1185732,10/19/23,Northeast,Maine,Portland,Sprite,0.52,310,161,89,0.55
Amazon,1185732,10/19/23,Northeast,Maine,Portland,Fanta,0.5,260,130,52,0.40
Amazon,1185732,10/19/23,Northeast,Maine,Portland,Powerade,0.61,270,165,63,0.38
Amazon,1185732,10/19/23,Northeast,Maine,Portland,Dasani Water,0.68,560,381,202,0.53
Amazon,1185732,11/18/23,Northeast,Maine,Portland,Coca-Cola,0.62,980,608,298,0.49
Amazon,1185732,11/18/23,Northeast,Maine,Portland,Diet Coke,0.52,520,270,135,0.50
Amazon,1185732,11/18/23,Northeast,Maine,Portland,Sprite,0.52,550,286,149,0.52
Amazon,1185732,11/18/23,Northeast,Maine,Portland,Fanta,0.54,460,248,107,0.43
Amazon,1185732,11/18/23,Northeast,Maine,Portland,Powerade,0.6,410,246,89,0.36
Amazon,1185732,11/18/23,Northeast,Maine,Portland,Dasani Water,0.67,630,422,228,0.54
Amazon,1185732,12/17/23,Northeast,Maine,Portland,Coca-Cola,0.62,1380,856,411,0.48
Amazon,1185732,12/17/23,Northeast,Maine,Portland,Diet Coke,0.53,740,392,196,0.50
Amazon,1185732,12/17/23,Northeast,Maine,Portland,Sprite,0.52,680,354,177,0.50
Amazon,1185732,12/17/23,Northeast,Maine,Portland,Fanta,0.52,500,260,112,0.43
Amazon,1185732,12/17/23,Northeast,Maine,Portland,Powerade,0.6,540,324,117,0.36
Amazon,1185732,12/17/23,Northeast,Maine,Portland,Dasani Water,0.69,750,518,274,0.53
West Soda,1128299,01/10/23,Northeast,Maine,Portland,Coca-Cola,0.33,980,323,113,0.35
West Soda,1128299,01/10/23,Northeast,Maine,Portland,Diet Coke,0.41,1090,447,147,0.33
West Soda,1128299,01/10/23,Northeast,Maine,Portland,Sprite,0.43,1010,434,174,0.40
West Soda,1128299,01/10/23,Northeast,Maine,Portland,Fanta,0.43,590,254,99,0.39
Amazon,1185732,01/24/23,West,Alaska,Anchorage,Dasani Water,0.52,840,437,179,0.41
Amazon,1185732,02/22/23,West,Alaska,Anchorage,Coca-Cola,0.51,1730,882,415,0.47
Amazon,1185732,02/22/23,West,Alaska,Anchorage,Diet Coke,0.53,650,345,165,0.48
Amazon,1185732,02/22/23,West,Alaska,Anchorage,Sprite,0.43,770,331,123,0.37
Amazon,1185732,02/22/23,West,Alaska,Anchorage,Fanta,0.49,460,225,88,0.39
Amazon,1185732,02/22/23,West,Alaska,Anchorage,Powerade,0.6,750,450,171,0.38
Amazon,1185732,02/22/23,West,Alaska,Anchorage,Dasani Water,0.52,1020,530,233,0.44
